ticket_id,client_id,technician_id,category,priority,opened_at,closed_at,status,summary
3410,25,3,Software,Low,2024-09-26 13:40:49,2024-09-26 23:26:37,Closed,License activation error
3411,18,8,Network,Medium,2024-09-11 08:02:25,2024-09-11 16:24:18,Closed,Wi-Fi drops in back office
3412,11,6,Hardware,Medium,2024-09-12 14:55:26,2024-09-13 19:10:15,Closed,Docking station not detected
3413,27,8,Software,Low,2024-09-08 18:50:16,2024-09-10 06:12:41,Closed,Excel crashes on open
3414,1,5,Software,High,2024-09-12 09:35:39,2024-09-12 10:40:09,Closed,PDF reader missing
3415,31,7,Network,Low,2024-09-11 08:17:12,2024-09-13 04:09:44,Closed,VPN will not connect
3416,29,8,Hardware,High,2024-09-16 15:09:38,2024-09-17 09:59:03,Closed,Keyboard keys unresponsive
3417,22,6,Accounts,Medium,2024-09-07 10:38:30,2024-09-09 14:02:24,Closed,New hire account setup
3418,38,6,Hardware,Medium,2024-09-08 18:32:58,2024-09-09 19:31:47,Closed,Replace failing SSD
3419,2,7,Software,Medium,2024-09-10 12:05:09,2024-09-11 19:48:01,Closed,License activation error
3420,36,5,Software,Medium,2024-09-13 13:59:39,2024-09-14 22:38:08,Closed,PDF reader missing
3421,38,7,Software,High,2024-09-14 12:38:57,2024-09-14 23:44:07,Closed,Excel crashes on open
3422,4,7,Accounts,High,2024-09-17 11:31:06,2024-09-17 14:49:18,Closed,Terminated user offboarding
3423,29,6,Software,Medium,2024-09-01 12:41:13,2024-09-03 00:58:31,Closed,Excel crashes on open
3424,36,4,Hardware,High,2024-09-11 14:09:23,2024-09-11 23:45:23,Closed,Replace failing SSD
3425,31,7,Hardware,Medium,2024-09-19 07:06:52,2024-09-20 05:11:43,Closed,Keyboard keys unresponsive
3426,14,5,Software,Medium,2024-09-02 10:16:48,2024-09-03 06:21:45,Closed,Browser extension breaks portal
3427,27,5,Software,Medium,2024-09-28 15:33:09,2024-09-30 08:40:26,Closed,PDF reader missing
3428,7,5,Software,Critical,2024-09-08 15:33:19,2024-09-08 16:47:14,Closed,License activation error
3429,40,5,Software,High,2024-09-28 09:55:18,2024-09-28 13:12:48,Closed,PDF reader missing
3430,24,8,Hardware,Low,2024-09-16 13:23:32,2024-09-19 18:00:53,Closed,Keyboard keys unresponsive
3431,19,7,Hardware,Low,2024-09-02 15:12:53,2024-09-03 03:09:27,Closed,Monitor flickers after sleep
3432,16,2,Accounts,Low,2024-09-15 11:12:40,2024-09-15 20:54:29,Closed,Shared mailbox access
3433,36,5,Network,Medium,2024-09-29 17:36:24,2024-09-29 23:50:56,Closed,Switch port down
3434,12,6,Hardware,Medium,2024-09-13 14:21:16,2024-09-13 21:40:04,Closed,Laptop will not power on
3435,10,7,Accounts,High,2024-09-04 15:48:01,2024-09-04 17:29:55,Closed,Password reset request
3436,12,2,Hardware,Low,2024-09-23 14:15:12,2024-09-23 15:09:34,Closed,Docking station not detected
3437,16,4,Software,Medium,2024-09-11 14:34:39,2024-09-11 18:20:35,Closed,Update failed to install
3438,34,3,Security,Medium,2024-09-27 12:13:32,2024-09-28 22:30:56,Closed,Password reset after compromise
3439,39,3,Software,Medium,2024-09-13 09:44:53,2024-09-13 22:35:15,Closed,Update failed to install
3440,25,3,Hardware,High,2024-09-13 13:16:10,2024-09-13 17:54:03,Closed,Replace failing SSD
3441,16,3,Hardware,Medium,2024-09-10 12:48:09,2024-09-12 21:45:03,Closed,Keyboard keys unresponsive
3442,15,7,Security,Medium,2024-09-21 13:43:55,2024-09-22 20:22:31,Closed,Phishing email reported
3443,16,2,Software,Medium,2024-09-15 15:37:29,2024-09-15 20:20:17,Closed,Email client stuck offline
3444,35,5,Security,High,2024-09-22 13:00:31,2024-09-22 14:43:01,Closed,Suspicious login alert
3445,23,5,Accounts,High,2024-09-07 15:14:15,2024-09-07 22:47:33,Closed,Password reset request
3446,21,7,Hardware,Low,2024-09-26 10:49:23,2024-10-04 18:50:00,Closed,Replace failing SSD
3447,6,1,Hardware,Medium,2024-09-23 16:14:00,2024-09-24 00:48:45,Closed,Replace failing SSD
3448,15,7,Accounts,Medium,2024-09-28 09:53:34,2024-09-29 02:29:20,Closed,Group membership change
3449,35,6,Hardware,High,2024-09-19 07:33:09,2024-09-19 11:26:09,Closed,Laptop will not power on
3450,10,6,Software,Critical,2024-09-04 16:11:58,2024-09-04 16:12:01,Closed,Browser extension breaks portal
3451,20,5,Network,Low,2024-09-22 18:07:51,2024-09-24 06:14:04,Closed,DNS resolution failing
3452,12,4,Network,Low,2024-09-30 18:23:55,2024-10-02 01:31:18,Closed,DNS resolution failing
3453,6,6,Software,Medium,2024-09-06 12:37:49,2024-09-06 17:38:01,Closed,Update failed to install
3454,35,2,Software,High,2024-09-20 16:42:44,2024-09-21 07:20:45,Closed,Browser extension breaks portal
3455,4,8,Accounts,Critical,2024-09-18 16:27:26,2024-09-18 16:35:10,Closed,MFA device replacement
3456,23,4,Network,High,2024-09-18 16:21:22,2024-09-18 17:46:07,Closed,Switch port down
3457,13,7,Network,High,2024-09-20 07:22:38,2024-09-20 18:23:21,Closed,Switch port down
3458,38,7,Accounts,High,2024-09-02 08:55:18,2024-09-02 20:12:36,Closed,New hire account setup
3459,4,7,Network,Low,2024-09-16 10:36:07,2024-09-20 09:36:43,Closed,Switch port down
3460,38,1,Network,Low,2024-09-12 10:59:16,2024-09-15 10:26:13,Closed,Switch port down
3461,20,8,Security,Medium,2024-09-17 12:51:43,2024-09-18 00:32:22,Closed,Phishing email reported
3462,39,7,Hardware,Low,2024-09-04 13:41:14,2024-09-09 20:50:27,Closed,Monitor flickers after sleep
3463,12,8,Software,Critical,2024-09-28 10:38:45,2024-09-28 14:03:26,Closed,Browser extension breaks portal
3464,34,4,Software,High,2024-09-24 13:46:40,2024-09-24 19:22:18,Closed,Update failed to install
3465,37,6,Software,Critical,2024-09-27 11:27:15,2024-09-27 13:55:15,Closed,Excel crashes on open
3466,3,1,Software,Low,2024-09-04 13:00:45,2024-09-07 20:30:48,Closed,License activation error
3467,36,4,Hardware,Medium,2024-09-09 18:44:53,2024-09-10 02:47:46,Closed,Replace failing SSD
3468,14,5,Hardware,Critical,2024-09-28 13:37:41,2024-09-28 13:50:48,Closed,Docking station not detected
3469,31,6,Software,Low,2024-09-23 12:57:37,2024-09-26 04:09:53,Closed,PDF reader missing
3470,25,2,Network,Medium,2024-09-13 11:48:11,2024-09-15 17:57:06,Closed,Switch port down
3471,24,6,Software,Low,2024-09-22 07:51:10,2024-09-23 19:27:24,Closed,Update failed to install
3472,2,1,Hardware,Low,2024-09-28 12:21:46,2024-10-06 11:09:33,Closed,Replace failing SSD
3473,2,4,Security,Low,2024-09-25 07:45:24,2024-09-25 16:37:24,Closed,Malware quarantine review
3474,9,5,Software,Medium,2024-09-12 13:17:31,2024-09-13 01:19:34,Closed,Excel crashes on open
3475,33,8,Accounts,Medium,2024-09-19 15:46:23,2024-09-21 11:52:43,Closed,Group membership change
3476,5,1,Hardware,High,2024-09-14 16:28:02,2024-09-14 21:22:01,Closed,Replace failing SSD
3477,34,3,Software,Low,2024-09-18 07:59:43,2024-09-18 12:14:20,Closed,Update failed to install
3478,10,4,Software,Low,2024-09-26 12:54:11,2024-09-26 14:00:46,Closed,Email client stuck offline
3479,20,5,Hardware,Medium,2024-09-24 13:06:56,2024-09-24 18:05:50,Closed,Monitor flickers after sleep
3480,12,7,Accounts,High,2024-09-06 17:59:52,2024-09-06 21:07:07,Closed,Password reset request
3481,14,4,Software,Low,2024-09-21 14:48:21,2024-09-22 04:11:52,Closed,PDF reader missing
3482,14,8,Network,Low,2024-09-15 18:11:02,2024-09-17 01:41:06,Closed,DNS resolution failing
3483,22,7,Network,Medium,2024-09-18 18:43:09,2024-09-21 16:15:43,Closed,Switch port down
3484,38,1,Software,High,2024-09-06 15:10:00,2024-09-07 00:33:11,Closed,Excel crashes on open
3485,38,8,Security,High,2024-09-03 12:10:18,2024-09-03 22:07:54,Closed,Phishing email reported
3486,32,5,Hardware,Medium,2024-09-22 17:36:57,2024-09-23 13:07:30,Closed,Replace failing SSD
3487,33,5,Accounts,Medium,2024-09-30 18:04:46,2024-09-30 21:09:31,Closed,MFA device replacement
3488,31,2,Accounts,High,2024-09-28 12:43:40,2024-09-28 20:03:21,Closed,New hire account setup
3489,9,5,Hardware,Medium,2024-09-24 12:04:33,2024-09-26 04:03:48,Closed,Monitor flickers after sleep
3490,25,3,Accounts,High,2024-09-09 13:22:10,2024-09-09 19:35:45,Closed,Shared mailbox access
3491,14,8,Software,Low,2024-09-01 13:52:49,2024-09-03 21:36:05,Closed,Browser extension breaks portal
3492,36,2,Accounts,High,2024-09-12 10:33:27,2024-09-12 15:27:23,Closed,Password reset request
3493,1,3,Hardware,Medium,2024-09-10 13:12:22,2024-09-12 08:14:53,Closed,Keyboard keys unresponsive
3494,24,6,Hardware,Medium,2024-09-01 07:09:45,2024-09-02 21:28:23,Closed,Replace failing SSD
3495,34,2,Hardware,Critical,2024-09-14 18:26:37,2024-09-14 20:52:36,Closed,Laptop will not power on
3496,20,4,Hardware,Low,2024-09-02 18:19:30,2024-09-04 14:41:06,Closed,Replace failing SSD
3497,26,2,Hardware,Low,2024-09-01 18:26:46,2024-09-01 19:10:17,Closed,Monitor flickers after sleep
3498,12,3,Hardware,High,2024-09-18 17:53:18,2024-09-18 20:29:28,Closed,Keyboard keys unresponsive
3499,9,8,Software,Medium,2024-09-18 13:39:55,2024-09-20 03:25:36,Closed,Excel crashes on open
3500,37,1,Hardware,Medium,2024-09-07 13:11:31,2024-09-10 04:20:17,Closed,Keyboard keys unresponsive
3501,9,3,Hardware,Medium,2024-09-28 16:37:35,2024-09-28 17:53:20,Closed,Docking station not detected
3502,6,5,Hardware,Medium,2024-09-28 13:23:03,2024-09-29 00:54:42,Closed,Keyboard keys unresponsive
3503,29,6,Software,Medium,2024-09-24 11:26:36,2024-09-24 12:49:53,Closed,Email client stuck offline
3504,12,8,Network,High,2024-09-22 07:00:18,2024-09-22 07:29:36,Closed,Guest network open to staff VLAN
3505,37,2,Network,High,2024-09-20 14:01:12,2024-09-20 17:51:58,Closed,Switch port down
3506,8,8,Hardware,Medium,2024-09-22 18:48:23,2024-09-23 18:07:13,Closed,Docking station not detected
3507,22,4,Hardware,Low,2024-09-18 18:32:55,2024-09-22 08:04:45,Closed,Docking station not detected
3508,13,4,Network,Medium,2024-09-13 11:28:33,2024-09-14 00:01:11,Closed,Switch port down
3509,20,6,Hardware,Medium,2024-09-19 12:37:37,2024-09-20 08:39:16,Closed,Printer jams on every job
3510,19,1,Hardware,Medium,2024-09-24 09:55:54,2024-09-29 12:13:54,Closed,Printer jams on every job
3511,25,4,Security,Low,2024-09-08 07:58:35,2024-09-15 03:51:06,Closed,Password reset after compromise
3512,17,4,Accounts,Low,2024-09-19 13:50:03,2024-09-21 20:18:45,Closed,New hire account setup
3513,35,7,Security,Medium,2024-09-07 12:04:52,2024-09-08 14:47:47,Closed,USB device policy violation
3514,18,2,Software,Medium,2024-09-11 07:32:51,2024-09-17 05:21:01,Closed,PDF reader missing
3515,24,7,Network,Medium,2024-09-18 08:38:34,2024-09-19 06:05:32,Closed,DNS resolution failing
3516,23,7,Network,Low,2024-09-24 07:51:05,2024-10-10 18:55:17,Closed,DNS resolution failing
3517,12,4,Hardware,Low,2024-09-03 08:41:56,2024-09-04 04:04:27,Closed,Laptop will not power on
3518,1,2,Network,Medium,2024-09-16 11:56:19,2024-09-19 06:30:07,Closed,Switch port down
3519,24,3,Accounts,Medium,2024-09-23 14:03:59,2024-09-26 02:42:21,Closed,Password reset request
3520,37,6,Software,Medium,2024-09-25 10:57:23,2024-09-27 08:33:35,Closed,License activation error
3521,36,4,Hardware,Medium,2024-09-18 14:05:25,2024-09-18 19:00:21,Closed,Printer jams on every job
3522,5,4,Accounts,Critical,2024-09-22 07:01:36,2024-09-22 10:35:19,Closed,Shared mailbox access
3523,35,1,Software,Medium,2024-09-28 18:45:16,2024-09-29 12:42:18,Closed,PDF reader missing
3524,10,4,Accounts,Medium,2024-09-08 13:32:04,2024-09-08 21:06:33,Closed,Password reset request
3525,16,3,Network,Medium,2024-09-15 18:31:39,2024-09-16 02:47:59,Closed,Switch port down
3526,20,3,Hardware,High,2024-09-15 18:10:58,2024-09-16 09:27:14,Closed,Monitor flickers after sleep
3527,30,3,Hardware,Medium,2024-09-11 08:33:05,2024-09-12 06:42:17,Closed,Monitor flickers after sleep
3528,10,7,Hardware,Medium,2024-09-04 16:27:55,2024-09-04 18:55:37,Closed,Replace failing SSD
3529,36,2,Software,Medium,2024-09-03 09:15:06,2024-09-04 00:50:25,Closed,License activation error
3530,26,3,Accounts,Medium,2024-09-07 15:36:28,2024-09-09 12:11:09,Closed,Shared mailbox access
3531,7,1,Security,Medium,2024-09-12 14:46:42,2024-09-12 20:55:09,Closed,Firewall rule review
3532,28,2,Software,Low,2024-09-01 11:45:33,2024-09-03 13:29:05,Closed,Excel crashes on open
3533,4,7,Network,Low,2024-09-12 15:18:10,2024-09-13 18:27:07,Closed,Guest network open to staff VLAN
3534,9,7,Hardware,High,2024-09-23 13:04:54,2024-09-24 04:00:54,Closed,Replace failing SSD
3535,3,3,Hardware,Low,2024-09-17 11:03:52,2024-09-17 12:57:41,Closed,Replace failing SSD
3536,40,5,Network,Medium,2024-09-16 17:16:32,2024-09-17 10:55:59,Closed,DNS resolution failing
3537,27,5,Security,Medium,2024-09-15 17:46:39,2024-09-16 08:12:16,Closed,USB device policy violation
3538,11,2,Security,Low,2024-09-21 07:25:41,2024-09-23 17:46:20,Closed,Firewall rule review
3539,11,6,Accounts,Medium,2024-09-21 11:18:26,2024-09-21 12:05:59,Closed,MFA device replacement
3540,22,3,Accounts,Critical,2024-09-13 10:09:15,2024-09-13 10:26:45,Closed,Password reset request
3541,26,7,Security,Low,2024-09-23 12:14:19,2024-09-27 11:48:05,Closed,USB device policy violation
3542,35,5,Hardware,Medium,2024-09-04 15:57:05,2024-09-05 06:41:53,Closed,Laptop will not power on
3543,15,4,Security,Low,2024-09-15 10:38:29,2024-09-16 21:15:27,Closed,USB device policy violation
3544,4,8,Software,Low,2024-09-27 11:28:33,2024-09-27 17:18:34,Closed,Browser extension breaks portal
3545,21,1,Software,Medium,2024-09-20 11:11:48,2024-09-20 22:19:38,Closed,Update failed to install
3546,23,4,Security,High,2024-09-11 18:03:32,2024-09-11 21:54:06,Closed,Firewall rule review
3547,32,7,Network,Medium,2024-09-18 12:33:50,2024-09-19 10:51:19,Closed,Slow file share access
3548,8,8,Hardware,Medium,2024-09-17 17:55:04,2024-09-18 01:29:19,Closed,Replace failing SSD
3549,16,8,Network,High,2024-09-23 11:53:28,2024-09-23 20:38:02,Closed,Switch port down
3550,27,6,Software,Low,2024-09-16 15:26:29,2024-09-17 15:26:06,Closed,PDF reader missing
3551,33,2,Software,Low,2024-09-04 17:52:42,2024-09-05 17:33:35,Closed,Excel crashes on open
3552,11,1,Software,Low,2024-09-26 13:39:59,2024-09-29 00:13:15,Closed,License activation error
3553,22,1,Network,Low,2024-09-07 08:16:19,2024-09-07 10:06:44,Closed,DNS resolution failing
3554,6,2,Software,High,2024-09-29 15:51:57,2024-09-29 21:48:56,Closed,Browser extension breaks portal
3555,6,8,Network,Medium,2024-09-29 12:15:37,2024-09-30 00:12:04,Closed,VPN will not connect
3556,8,4,Hardware,Critical,2024-09-10 15:17:37,2024-09-10 17:34:52,Closed,Replace failing SSD
3557,25,6,Hardware,Medium,2024-09-24 10:40:26,2024-09-24 17:06:01,Closed,Docking station not detected
3558,36,3,Network,Low,2024-09-19 09:38:57,2024-09-26 01:21:32,Closed,Slow file share access
3559,38,5,Software,Medium,2024-09-25 12:09:09,2024-09-25 15:35:19,Closed,Update failed to install
3560,2,7,Software,Low,2024-09-13 16:51:06,2024-09-16 19:12:26,Closed,Email client stuck offline
3561,27,8,Hardware,Low,2024-09-24 15:41:50,2024-09-28 11:00:46,Closed,Keyboard keys unresponsive
3562,6,3,Software,Low,2024-09-08 13:04:42,2024-09-08 16:11:37,Closed,Excel crashes on open
3563,8,3,Hardware,Low,2024-09-17 17:13:27,2024-09-18 04:00:47,Closed,Printer jams on every job
3564,7,6,Software,Medium,2024-09-02 16:47:44,2024-09-04 03:09:26,Closed,Update failed to install
3565,28,8,Software,Medium,2024-09-14 10:39:08,2024-09-16 07:01:14,Closed,License activation error
3566,7,2,Hardware,Medium,2024-09-24 18:11:27,2024-09-24 23:27:39,Closed,Printer jams on every job
3567,14,1,Accounts,Low,2024-09-05 16:10:45,2024-09-13 00:25:32,Closed,Group membership change
3568,16,2,Security,High,2024-09-21 07:15:10,2024-09-21 08:10:00,Closed,Phishing email reported
3569,8,4,Network,High,2024-09-23 10:05:48,2024-09-23 22:54:01,Closed,DNS resolution failing
3570,13,3,Hardware,Medium,2024-09-07 18:31:01,2024-09-08 19:14:35,Closed,Monitor flickers after sleep
3571,29,6,Network,High,2024-09-05 12:44:52,2024-09-05 21:41:22,Closed,DNS resolution failing
3572,20,1,Software,Low,2024-09-23 14:03:25,2024-09-24 22:37:50,Closed,Update failed to install
3573,15,8,Hardware,Low,2024-09-05 12:29:29,2024-09-11 06:58:09,Closed,Monitor flickers after sleep
3574,39,5,Security,Medium,2024-09-30 14:22:26,2024-09-30 19:02:10,Closed,Firewall rule review
3575,28,7,Accounts,Medium,2024-09-19 16:06:10,2024-09-21 06:26:40,Closed,Group membership change
3576,17,4,Hardware,Medium,2024-09-18 15:37:01,2024-09-19 23:36:25,Closed,Keyboard keys unresponsive
3577,19,7,Hardware,Medium,2024-09-17 11:58:19,2024-09-17 17:27:23,Closed,Docking station not detected
3578,27,7,Network,Medium,2024-09-26 16:33:03,2024-09-27 16:56:21,Closed,Switch port down
3579,31,3,Software,Medium,2024-09-06 15:54:27,2024-09-07 01:28:08,Closed,Email client stuck offline
3580,19,2,Hardware,Medium,2024-09-19 13:51:00,2024-09-20 09:01:34,Closed,Replace failing SSD
3581,39,5,Network,Low,2024-09-13 08:30:35,2024-09-13 13:52:24,Closed,Switch port down
3582,26,8,Hardware,Low,2024-09-14 08:32:34,2024-09-14 22:36:09,Closed,Monitor flickers after sleep
3583,8,5,Hardware,Low,2024-09-24 16:49:40,2024-09-26 21:00:41,Closed,Printer jams on every job
3584,31,6,Network,Low,2024-09-19 10:21:35,2024-09-20 05:07:10,Closed,DNS resolution failing
3585,26,4,Network,Medium,2024-09-28 14:34:50,2024-09-29 14:21:33,Closed,Slow file share access
3586,9,3,Hardware,Low,2024-09-01 07:09:58,2024-09-01 15:02:37,Closed,Docking station not detected
3587,13,4,Network,Medium,2024-09-02 13:43:21,2024-09-02 13:56:42,Closed,Guest network open to staff VLAN
3588,7,7,Accounts,Low,2024-09-09 10:28:44,2024-09-13 10:43:47,Closed,Password reset request
3589,9,4,Software,Low,2024-09-07 11:42:50,2024-09-09 23:58:36,Closed,PDF reader missing
3590,18,2,Network,High,2024-09-25 07:46:12,2024-09-25 14:11:26,Closed,Slow file share access
3591,8,8,Hardware,Medium,2024-09-06 10:37:19,2024-09-06 12:31:57,Closed,Docking station not detected
3592,39,7,Network,Medium,2024-09-03 08:14:49,2024-09-04 00:35:52,Closed,DNS resolution failing
3593,19,6,Hardware,Low,2024-09-05 16:24:12,2024-09-06 08:05:16,Closed,Laptop will not power on
3594,26,2,Accounts,High,2024-09-13 10:19:08,2024-09-13 14:18:48,Closed,Terminated user offboarding
3595,9,4,Hardware,Low,2024-09-28 09:29:28,2024-10-01 10:14:16,Closed,Printer jams on every job
3596,37,2,Software,High,2024-09-27 18:38:11,2024-09-27 23:34:00,Closed,License activation error
3597,20,1,Software,High,2024-09-21 12:16:39,2024-09-21 18:33:22,Closed,Browser extension breaks portal
3598,7,7,Software,Medium,2024-09-24 12:54:17,2024-09-25 14:25:57,Closed,License activation error
3599,24,6,Network,High,2024-09-04 08:17:35,2024-09-04 10:10:53,Closed,Slow file share access
3600,5,2,Software,Medium,2024-09-10 15:35:34,2024-09-12 00:16:59,Closed,Browser extension breaks portal
3601,21,6,Security,Low,2024-09-26 11:59:19,2024-10-01 12:50:25,Closed,USB device policy violation
3602,9,1,Network,Medium,2024-09-13 07:32:44,2024-09-14 16:07:25,Closed,Guest network open to staff VLAN
3603,7,7,Hardware,Low,2024-09-10 14:56:29,2024-09-12 08:16:13,Closed,Replace failing SSD
3604,27,7,Hardware,Medium,2024-09-06 12:19:15,2024-09-07 12:05:37,Closed,Monitor flickers after sleep
3605,34,7,Accounts,Low,2024-09-05 16:04:59,2024-09-06 00:06:13,Closed,MFA device replacement
3606,26,2,Hardware,Low,2024-09-26 08:35:19,2024-09-27 01:41:30,Closed,Keyboard keys unresponsive
3607,39,6,Hardware,High,2024-09-18 15:41:57,2024-09-18 21:10:31,Closed,Docking station not detected
3608,10,6,Software,Medium,2024-09-09 09:19:35,2024-09-09 09:28:07,Closed,PDF reader missing
3609,40,1,Accounts,High,2024-09-17 07:01:13,2024-09-17 07:55:46,Closed,New hire account setup
3610,29,5,Network,Medium,2024-09-25 18:38:24,2024-09-26 09:52:33,Closed,Wi-Fi drops in back office
3611,30,6,Software,Low,2024-09-17 15:51:46,2024-09-20 21:46:32,Closed,Excel crashes on open
3612,20,2,Accounts,Medium,2024-09-09 11:38:16,2024-09-10 13:22:21,Closed,MFA device replacement
3613,32,6,Network,High,2024-09-01 11:03:51,2024-09-02 05:05:38,Closed,DNS resolution failing
3614,34,5,Network,Critical,2024-09-18 16:00:11,2024-09-19 01:02:58,Closed,Slow file share access
3615,1,5,Hardware,Medium,2024-09-28 09:03:57,2024-09-28 18:32:49,Closed,Docking station not detected
3616,40,7,Hardware,Low,2024-09-23 12:20:27,2024-09-23 13:20:17,Closed,Replace failing SSD
3617,3,3,Hardware,Low,2024-09-19 09:08:50,2024-09-19 19:18:26,Closed,Replace failing SSD
3618,12,2,Software,Medium,2024-09-28 15:12:40,2024-09-30 00:59:52,Closed,Email client stuck offline
3619,16,5,Hardware,Low,2024-09-11 14:21:59,2024-09-11 17:47:05,Closed,Laptop will not power on
3620,30,1,Network,Critical,2024-09-29 16:28:52,2024-09-29 18:10:46,Closed,Switch port down
3621,31,8,Network,High,2024-09-07 11:42:45,2024-09-07 15:12:02,Closed,Guest network open to staff VLAN
3622,14,2,Network,Medium,2024-09-07 09:27:06,2024-09-08 16:35:14,Closed,VPN will not connect
3623,6,5,Security,Low,2024-09-18 11:48:39,2024-09-19 04:36:50,Closed,Suspicious login alert
3624,16,1,Software,Medium,2024-09-05 12:01:04,2024-09-06 03:10:08,Closed,License activation error
3625,27,7,Security,Medium,2024-09-05 08:55:31,2024-09-08 15:59:05,Closed,Phishing email reported
3626,37,6,Hardware,Medium,2024-09-08 11:23:56,2024-09-08 23:09:16,Closed,Docking station not detected
3627,5,3,Hardware,Medium,2024-09-20 16:28:32,2024-09-21 20:17:43,Closed,Docking station not detected
3628,17,4,Software,High,2024-09-17 07:35:50,2024-09-18 08:06:37,Closed,Update failed to install
3629,26,6,Software,High,2024-09-14 18:07:22,2024-09-14 22:18:41,Closed,License activation error
3630,24,6,Accounts,Medium,2024-09-11 09:07:42,2024-09-12 15:00:21,Closed,Terminated user offboarding
3631,10,3,Hardware,High,2024-09-24 12:42:05,2024-09-24 16:58:18,Closed,Docking station not detected
3632,9,7,Network,Low,2024-09-27 09:34:09,2024-10-02 01:53:10,Closed,VPN will not connect
3633,9,1,Hardware,High,2024-09-06 15:53:29,2024-09-09 12:39:26,Closed,Docking station not detected
3634,26,3,Network,Medium,2024-09-19 09:46:27,2024-09-20 05:22:03,Closed,Wi-Fi drops in back office
3635,5,6,Hardware,Medium,2024-09-10 07:50:06,2024-09-10 08:26:01,Closed,Laptop will not power on
3636,2,4,Network,High,2024-09-11 13:31:41,2024-09-12 10:57:36,Closed,Slow file share access
3637,2,7,Network,Critical,2024-09-19 07:20:07,2024-09-19 09:58:28,Closed,Switch port down
3638,25,4,Software,Low,2024-09-23 07:41:49,2024-09-23 18:39:00,Closed,Excel crashes on open
3639,7,6,Network,Medium,2024-09-23 17:05:13,2024-09-24 19:20:30,Closed,Switch port down
3640,30,5,Hardware,Medium,2024-09-23 10:40:19,2024-09-24 14:14:34,Closed,Laptop will not power on
3641,27,2,Hardware,Medium,2024-09-03 14:09:20,2024-09-04 12:15:48,Closed,Monitor flickers after sleep
3642,36,1,Network,High,2024-09-28 18:08:56,2024-09-28 20:28:35,Closed,Switch port down
3643,29,5,Software,High,2024-09-30 14:21:33,2024-09-30 19:32:34,Closed,Browser extension breaks portal
3644,1,8,Software,Low,2024-09-18 10:55:41,2024-09-18 22:11:22,Closed,Excel crashes on open
3645,31,5,Network,Low,2024-09-15 16:33:26,2024-09-15 17:59:06,Closed,DNS resolution failing
3646,25,3,Software,Low,2024-09-25 13:21:28,2024-09-26 17:23:23,Closed,Email client stuck offline
3647,20,2,Hardware,Medium,2024-09-20 09:09:31,2024-09-20 10:01:40,Closed,Replace failing SSD
3648,19,5,Software,Low,2024-09-25 15:18:08,2024-09-28 15:31:23,Closed,Browser extension breaks portal
3649,11,7,Software,Medium,2024-09-23 16:03:47,2024-09-25 01:04:07,Closed,License activation error
3650,39,8,Software,Low,2024-09-12 10:43:45,2024-09-12 16:04:49,Closed,Update failed to install
3651,18,8,Network,Low,2024-09-02 11:10:11,2024-09-02 21:43:37,Closed,VPN will not connect
3652,32,3,Software,Medium,2024-09-15 11:16:52,2024-09-15 12:48:23,Closed,PDF reader missing
3653,9,3,Hardware,Low,2024-09-30 07:28:55,2024-10-02 02:10:12,Closed,Docking station not detected
3654,28,2,Security,Medium,2024-09-08 10:26:06,2024-09-08 12:23:15,Closed,Phishing email reported
3655,10,6,Network,Medium,2024-09-11 18:47:52,2024-09-11 21:03:53,Closed,Slow file share access
3656,32,2,Network,Critical,2024-09-10 13:00:59,2024-09-10 13:57:12,Closed,Guest network open to staff VLAN
3657,2,6,Network,Medium,2024-09-28 11:04:18,2024-09-28 11:10:44,Closed,Guest network open to staff VLAN
3658,29,6,Hardware,Medium,2024-09-30 10:13:31,2024-10-02 03:04:42,Closed,Printer jams on every job
3659,36,1,Software,Low,2024-09-11 10:21:18,2024-09-13 13:55:28,Closed,Update failed to install
3660,31,5,Security,Medium,2024-09-15 10:01:41,2024-09-17 05:21:44,Closed,Malware quarantine review
3661,20,8,Accounts,High,2024-09-10 13:55:08,2024-09-10 20:57:43,Closed,Shared mailbox access
3662,2,1,Security,Medium,2024-09-23 16:48:53,2024-09-24 11:54:17,Closed,Phishing email reported
3663,12,8,Accounts,High,2024-09-19 09:55:57,2024-09-20 12:56:24,Closed,New hire account setup
3664,19,3,Network,High,2024-09-13 12:54:26,2024-09-13 13:31:09,Closed,Wi-Fi drops in back office
3665,2,7,Accounts,Medium,2024-09-14 09:41:56,2024-09-16 02:02:38,Closed,Password reset request
3666,36,4,Hardware,Medium,2024-09-01 17:19:44,2024-09-02 07:47:45,Closed,Replace failing SSD
3667,35,1,Hardware,Low,2024-09-01 16:55:17,2024-09-02 03:50:10,Closed,Replace failing SSD
3668,25,5,Software,High,2024-09-21 13:41:18,2024-09-21 18:07:29,Closed,Excel crashes on open
3669,2,1,Network,Medium,2024-09-11 12:13:21,2024-09-12 13:18:18,Closed,Guest network open to staff VLAN
3670,14,7,Hardware,Low,2024-09-10 15:18:27,2024-09-10 18:37:50,Closed,Keyboard keys unresponsive
3671,40,4,Software,High,2024-09-01 11:42:34,2024-09-01 13:20:42,Closed,PDF reader missing
3672,16,3,Software,Low,2024-09-08 08:54:37,2024-09-12 01:13:45,Closed,Excel crashes on open
3673,25,4,Software,Medium,2024-09-30 10:15:24,2024-09-30 17:09:10,Closed,Excel crashes on open
